age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
29,female,188,45,moderate,bulking,90.0,247.5,59.4,1.88
47,male,171,88,active,maintenance,176.0,385.0,110.0,3.68
58,male,159,47,moderate,cutting,103.4,129.2,41.4,1.95
25,female,171,88,moderate,cutting,193.6,242.0,77.4,3.38
26,male,195,46,active,cutting,101.2,143.8,46.0,2.21
32,male,164,79,moderate,maintenance,158.0,304.2,86.9,3.06
42,male,173,46,active,bulking,92.0,287.5,69.0,2.21
52,female,169,52,active,cutting,114.4,162.5,52.0,2.42
42,female,162,63,active,cutting,138.6,196.9,63.0,2.81
22,female,170,85,sedentary,maintenance,170.0,297.5,85.0,2.98
21,female,188,99,moderate,cutting,217.8,272.2,87.1,3.77
54,female,185,81,sedentary,cutting,178.2,202.5,64.8,2.84
32,female,159,71,active,cutting,156.2,221.9,71.0,3.09
48,female,151,89,moderate,bulking,178.0,489.5,117.5,3.42
30,male,153,78,sedentary,cutting,171.6,195.0,62.4,2.73
57,male,165,53,moderate,maintenance,106.0,204.1,58.3,2.16
21,female,158,75,active,bulking,150.0,468.8,112.5,3.23
34,female,178,68,moderate,maintenance,136.0,261.8,74.8,2.68
21,male,158,98,sedentary,bulking,196.0,490.0,117.6,3.43
42,male,184,76,moderate,maintenance,152.0,292.6,83.6,2.96
45,female,151,73,active,bulking,146.0,456.2,109.5,3.16
58,male,151,97,moderate,cutting,213.4,266.8,85.4,3.7
32,male,161,95,sedentary,bulking,190.0,475.0,114.0,3.33
22,male,154,79,moderate,bulking,158.0,434.5,104.3,3.06
54,male,173,93,active,bulking,186.0,581.2,139.5,3.86
49,male,181,64,sedentary,bulking,128.0,320.0,76.8,2.24
44,female,162,79,moderate,cutting,173.8,217.3,69.5,3.06
59,female,155,68,sedentary,bulking,136.0,340.0,81.6,2.38
36,female,163,75,sedentary,maintenance,150.0,262.5,75.0,2.63
45,female,189,56,moderate,maintenance,112.0,215.6,61.6,2.26
34,female,160,75,moderate,cutting,165.0,206.3,66.0,2.93
18,female,192,59,sedentary,cutting,129.8,147.5,47.2,2.07
33,male,187,86,moderate,cutting,189.2,236.5,75.7,3.31
59,female,172,48,moderate,bulking,96.0,264.0,63.4,1.98
40,female,168,79,sedentary,maintenance,158.0,276.5,79.0,2.77
37,male,182,98,moderate,cutting,215.6,269.5,86.2,3.73
30,female,155,59,sedentary,maintenance,118.0,206.5,59.0,2.07
37,female,151,70,moderate,bulking,140.0,385.0,92.4,2.75
23,male,185,63,sedentary,bulking,126.0,315.0,75.6,2.21
20,male,177,53,sedentary,cutting,116.6,132.5,42.4,1.86
26,male,193,58,active,bulking,116.0,362.5,87.0,2.63
28,female,183,51,moderate,bulking,102.0,280.5,67.3,2.08
28,male,179,52,active,bulking,104.0,325.0,78.0,2.42
39,female,161,81,sedentary,bulking,162.0,405.0,97.2,2.84
28,female,173,87,active,maintenance,174.0,380.6,108.8,3.65
43,female,189,64,moderate,maintenance,128.0,246.4,70.4,2.54
22,female,186,51,active,bulking,102.0,318.8,76.5,2.39
49,female,197,54,moderate,maintenance,108.0,207.9,59.4,2.19
29,male,160,84,moderate,maintenance,168.0,323.4,92.4,3.24
48,female,187,49,sedentary,cutting,107.8,122.5,39.2,1.72
33,male,169,46,active,bulking,92.0,287.5,69.0,2.21
18,male,188,71,active,maintenance,142.0,310.6,88.8,3.09
59,male,186,47,sedentary,cutting,103.4,117.5,37.6,1.65
24,female,181,63,sedentary,maintenance,126.0,220.5,63.0,2.21
49,female,179,61,active,bulking,122.0,381.2,91.5,2.74
58,female,154,55,sedentary,bulking,110.0,275.0,66.0,1.93
20,female,174,77,active,bulking,154.0,481.2,115.5,3.3
41,male,181,91,moderate,maintenance,182.0,350.4,100.1,3.49
31,male,159,95,moderate,maintenance,190.0,365.8,104.5,3.62
18,male,162,73,active,cutting,160.6,228.1,73.0,3.16
46,female,190,55,sedentary,bulking,110.0,275.0,66.0,1.93
37,male,191,56,active,maintenance,112.0,245.0,70.0,2.56
41,female,159,75,moderate,maintenance,150.0,288.8,82.5,2.93
39,male,195,62,active,cutting,136.4,193.8,62.0,2.77
27,male,165,60,moderate,maintenance,120.0,231.0,66.0,2.4
34,female,157,88,active,maintenance,176.0,385.0,110.0,3.68
52,male,189,50,sedentary,bulking,100.0,250.0,60.0,1.75
28,male,158,93,active,cutting,204.6,290.6,93.0,3.86
24,male,170,99,active,cutting,217.8,309.4,99.0,4.07
18,male,150,84,sedentary,bulking,168.0,420.0,100.8,2.94
59,male,174,60,active,maintenance,120.0,262.5,75.0,2.7
27,female,165,65,active,maintenance,130.0,284.4,81.2,2.88
56,female,167,90,active,bulking,180.0,562.5,135.0,3.75
27,male,153,64,sedentary,bulking,128.0,320.0,76.8,2.24
33,male,169,79,sedentary,cutting,173.8,197.5,63.2,2.77
56,male,172,82,moderate,bulking,164.0,451.0,108.2,3.17
33,female,185,65,sedentary,bulking,130.0,325.0,78.0,2.28
35,male,182,62,active,cutting,136.4,193.8,62.0,2.77
19,female,168,58,active,bulking,116.0,362.5,87.0,2.63
18,male,192,97,moderate,bulking,194.0,533.5,128.0,3.7
28,female,182,98,sedentary,cutting,215.6,245.0,78.4,3.43
58,female,195,52,active,bulking,104.0,325.0,78.0,2.42
44,female,193,73,active,cutting,160.6,228.1,73.0,3.16
34,female,152,51,moderate,maintenance,102.0,196.4,56.1,2.08
54,female,195,80,moderate,maintenance,160.0,308.0,88.0,3.1
56,male,189,97,active,maintenance,194.0,424.4,121.2,4.0
18,male,166,93,sedentary,cutting,204.6,232.5,74.4,3.26
27,female,170,87,active,maintenance,174.0,380.6,108.8,3.65
52,female,156,49,sedentary,maintenance,98.0,171.5,49.0,1.72
23,female,179,64,moderate,maintenance,128.0,246.4,70.4,2.54
26,female,176,75,sedentary,bulking,150.0,375.0,90.0,2.63
53,female,180,69,moderate,bulking,138.0,379.5,91.1,2.71
29,male,178,64,active,bulking,128.0,400.0,96.0,2.84
19,female,195,70,active,bulking,140.0,437.5,105.0,3.05
37,male,186,55,active,bulking,110.0,343.8,82.5,2.53
28,female,177,71,active,cutting,156.2,221.9,71.0,3.09
33,male,166,84,sedentary,maintenance,168.0,294.0,84.0,2.94
46,female,170,78,active,maintenance,156.0,341.2,97.5,3.33
47,female,157,93,sedentary,bulking,186.0,465.0,111.6,3.26
38,female,165,49,sedentary,maintenance,98.0,171.5,49.0,1.72
41,female,184,79,moderate,bulking,158.0,434.5,104.3,3.06
47,female,162,68,sedentary,cutting,149.6,170.0,54.4,2.38
46,female,194,97,moderate,cutting,213.4,266.8,85.4,3.7
35,female,189,79,sedentary,cutting,173.8,197.5,63.2,2.77
36,male,165,74,sedentary,cutting,162.8,185.0,59.2,2.59
18,female,161,85,moderate,maintenance,170.0,327.2,93.5,3.27
29,female,177,73,active,cutting,160.6,228.1,73.0,3.16
37,female,167,84,sedentary,maintenance,168.0,294.0,84.0,2.94
45,male,185,74,sedentary,cutting,162.8,185.0,59.2,2.59
48,female,150,85,active,cutting,187.0,265.6,85.0,3.58
33,female,192,60,sedentary,maintenance,120.0,210.0,60.0,2.1
54,female,161,66,sedentary,cutting,145.2,165.0,52.8,2.31
53,female,150,65,active,cutting,143.0,203.1,65.0,2.88
23,male,167,92,active,maintenance,184.0,402.5,115.0,3.82
37,male,161,81,moderate,maintenance,162.0,311.9,89.1,3.14
27,male,174,71,moderate,maintenance,142.0,273.4,78.1,2.79
21,male,163,47,active,maintenance,94.0,205.6,58.8,2.25
47,male,198,80,sedentary,bulking,160.0,400.0,96.0,2.8
32,female,186,51,moderate,maintenance,102.0,196.4,56.1,2.08
29,male,194,99,sedentary,maintenance,198.0,346.5,99.0,3.47
18,male,180,79,moderate,maintenance,158.0,304.2,86.9,3.06
44,male,161,88,sedentary,cutting,193.6,220.0,70.4,3.08
35,female,163,91,active,maintenance,182.0,398.1,113.8,3.79
19,male,167,83,active,bulking,166.0,518.8,124.5,3.51
50,male,180,84,moderate,maintenance,168.0,323.4,92.4,3.24
42,female,169,92,moderate,bulking,184.0,506.0,121.4,3.52
20,male,172,53,sedentary,maintenance,106.0,185.5,53.0,1.86
36,male,178,62,sedentary,cutting,136.4,155.0,49.6,2.17
30,female,180,61,active,cutting,134.2,190.6,61.0,2.74
31,male,170,93,moderate,cutting,204.6,255.8,81.8,3.56
22,female,175,49,active,bulking,98.0,306.2,73.5,2.31
46,female,155,65,active,cutting,143.0,203.1,65.0,2.88
41,female,179,66,sedentary,maintenance,132.0,231.0,66.0,2.31
35,female,181,62,moderate,cutting,136.4,170.5,54.6,2.47
56,female,196,51,moderate,cutting,112.2,140.2,44.9,2.08
49,female,173,54,moderate,maintenance,108.0,207.9,59.4,2.19
45,male,156,96,active,cutting,211.2,300.0,96.0,3.96
36,female,187,58,moderate,cutting,127.6,159.5,51.0,2.33
18,female,171,63,active,cutting,138.6,196.9,63.0,2.81
30,male,195,68,sedentary,bulking,136.0,340.0,81.6,2.38
55,male,165,91,moderate,maintenance,182.0,350.4,100.1,3.49
33,female,163,90,sedentary,bulking,180.0,450.0,108.0,3.15
55,female,160,81,sedentary,maintenance,162.0,283.5,81.0,2.84
19,female,180,47,active,bulking,94.0,293.8,70.5,2.25
56,female,184,97,moderate,maintenance,194.0,373.5,106.7,3.7
28,female,157,87,sedentary,cutting,191.4,217.5,69.6,3.05
52,female,168,99,moderate,bulking,198.0,544.5,130.7,3.77
47,male,181,66,active,bulking,132.0,412.5,99.0,2.91
44,female,181,99,sedentary,cutting,217.8,247.5,79.2,3.47
18,female,154,65,sedentary,cutting,143.0,162.5,52.0,2.28
41,female,165,60,moderate,maintenance,120.0,231.0,66.0,2.4
27,female,168,91,moderate,maintenance,182.0,350.4,100.1,3.49
34,female,164,88,moderate,bulking,176.0,484.0,116.2,3.38
22,male,186,51,moderate,maintenance,102.0,196.4,56.1,2.08
50,male,150,99,moderate,maintenance,198.0,381.2,108.9,3.77
33,female,196,89,moderate,bulking,178.0,489.5,117.5,3.42
22,male,192,69,sedentary,cutting,151.8,172.5,55.2,2.42
19,male,189,58,moderate,cutting,127.6,159.5,51.0,2.33
56,female,174,80,moderate,bulking,160.0,440.0,105.6,3.1
25,female,183,59,active,maintenance,118.0,258.1,73.8,2.67
56,female,176,77,active,maintenance,154.0,336.9,96.2,3.3
29,male,194,73,active,bulking,146.0,456.2,109.5,3.16
20,male,156,71,sedentary,cutting,156.2,177.5,56.8,2.49
21,male,158,62,moderate,cutting,136.4,170.5,54.6,2.47
48,female,189,79,active,cutting,173.8,246.9,79.0,3.37
53,male,181,67,active,cutting,147.4,209.4,67.0,2.95
31,female,153,62,sedentary,cutting,136.4,155.0,49.6,2.17
44,male,170,81,moderate,bulking,162.0,445.5,106.9,3.14
48,female,172,96,active,cutting,211.2,300.0,96.0,3.96
26,female,155,83,sedentary,maintenance,166.0,290.5,83.0,2.91
39,male,196,75,moderate,maintenance,150.0,288.8,82.5,2.93
26,female,172,98,moderate,maintenance,196.0,377.3,107.8,3.73
39,male,186,71,active,bulking,142.0,443.8,106.5,3.09
25,female,176,50,sedentary,maintenance,100.0,175.0,50.0,1.75
31,female,165,65,active,cutting,143.0,203.1,65.0,2.88
39,male,153,70,active,maintenance,140.0,306.2,87.5,3.05
35,male,191,59,sedentary,bulking,118.0,295.0,70.8,2.07
35,male,151,52,moderate,maintenance,104.0,200.2,57.2,2.12
32,male,171,68,active,bulking,136.0,425.0,102.0,2.98
56,female,179,66,sedentary,cutting,145.2,165.0,52.8,2.31
30,male,154,70,active,maintenance,140.0,306.2,87.5,3.05
27,male,172,59,moderate,maintenance,118.0,227.2,64.9,2.37
44,female,158,96,sedentary,cutting,211.2,240.0,76.8,3.36
54,female,194,81,sedentary,cutting,178.2,202.5,64.8,2.84
42,female,176,77,active,maintenance,154.0,336.9,96.2,3.3
35,female,158,74,moderate,cutting,162.8,203.5,65.1,2.89
22,female,170,69,active,bulking,138.0,431.2,103.5,3.02
40,male,163,70,active,maintenance,140.0,306.2,87.5,3.05
59,male,175,73,active,bulking,146.0,456.2,109.5,3.16
40,male,172,47,sedentary,cutting,103.4,117.5,37.6,1.65
20,male,164,68,sedentary,bulking,136.0,340.0,81.6,2.38
56,female,174,53,active,cutting,116.6,165.6,53.0,2.46
26,female,194,51,moderate,bulking,102.0,280.5,67.3,2.08
24,male,194,77,active,bulking,154.0,481.2,115.5,3.3
25,female,173,80,active,maintenance,160.0,350.0,100.0,3.4
38,male,184,79,active,maintenance,158.0,345.6,98.8,3.37
55,male,150,59,moderate,cutting,129.8,162.2,51.9,2.37
51,female,183,87,active,bulking,174.0,543.8,130.5,3.65
30,male,156,99,moderate,cutting,217.8,272.2,87.1,3.77
45,female,178,95,sedentary,bulking,190.0,475.0,114.0,3.33
26,male,198,69,active,bulking,138.0,431.2,103.5,3.02
39,female,167,60,moderate,cutting,132.0,165.0,52.8,2.4
51,male,180,73,active,cutting,160.6,228.1,73.0,3.16
33,female,175,86,active,maintenance,172.0,376.2,107.5,3.61
56,male,161,57,sedentary,cutting,125.4,142.5,45.6,2.0
54,female,198,53,active,bulking,106.0,331.2,79.5,2.46
44,female,195,78,active,cutting,171.6,243.8,78.0,3.33
18,male,172,91,moderate,bulking,182.0,500.5,120.1,3.49
18,male,152,96,sedentary,maintenance,192.0,336.0,96.0,3.36
43,female,171,63,active,cutting,138.6,196.9,63.0,2.81
31,female,183,87,sedentary,maintenance,174.0,304.5,87.0,3.05
18,female,199,51,moderate,bulking,102.0,280.5,67.3,2.08
38,male,154,72,active,cutting,158.4,225.0,72.0,3.12
44,male,178,50,moderate,bulking,100.0,275.0,66.0,2.05
32,male,155,51,sedentary,maintenance,102.0,178.5,51.0,1.79
28,female,164,98,active,bulking,196.0,612.5,147.0,4.03
24,male,187,99,sedentary,maintenance,198.0,346.5,99.0,3.47
55,female,162,65,active,maintenance,130.0,284.4,81.2,2.88
47,male,180,96,sedentary,bulking,192.0,480.0,115.2,3.36
22,male,160,75,moderate,cutting,165.0,206.3,66.0,2.93
25,male,157,65,sedentary,cutting,143.0,162.5,52.0,2.28
24,male,153,88,active,bulking,176.0,550.0,132.0,3.68
46,male,162,85,sedentary,maintenance,170.0,297.5,85.0,2.98
38,male,187,98,moderate,cutting,215.6,269.5,86.2,3.73
50,male,180,46,sedentary,cutting,101.2,115.0,36.8,1.61
46,male,177,72,active,maintenance,144.0,315.0,90.0,3.12
55,male,170,70,moderate,maintenance,140.0,269.5,77.0,2.75
48,male,190,72,sedentary,cutting,158.4,180.0,57.6,2.52
18,male,168,79,sedentary,bulking,158.0,395.0,94.8,2.77
59,male,173,89,sedentary,bulking,178.0,445.0,106.8,3.12
41,female,154,75,active,bulking,150.0,468.8,112.5,3.23
36,male,190,78,moderate,bulking,156.0,429.0,103.0,3.03
48,male,181,46,moderate,bulking,92.0,253.0,60.7,1.91
25,male,199,59,moderate,cutting,129.8,162.2,51.9,2.37
53,female,157,69,sedentary,cutting,151.8,172.5,55.2,2.42
28,female,168,70,sedentary,bulking,140.0,350.0,84.0,2.45
59,female,161,65,active,maintenance,130.0,284.4,81.2,2.88
57,female,164,63,active,cutting,138.6,196.9,63.0,2.81
57,male,179,89,sedentary,cutting,195.8,222.5,71.2,3.12
40,female,197,77,sedentary,maintenance,154.0,269.5,77.0,2.7
54,female,190,67,sedentary,bulking,134.0,335.0,80.4,2.35
25,male,159,95,active,maintenance,190.0,415.6,118.8,3.93
52,female,159,67,moderate,maintenance,134.0,258.0,73.7,2.65
30,female,150,53,moderate,maintenance,106.0,204.1,58.3,2.16
56,female,197,46,active,cutting,101.2,143.8,46.0,2.21
54,male,174,95,moderate,maintenance,190.0,365.8,104.5,3.62
56,female,161,46,moderate,maintenance,92.0,177.1,50.6,1.91
51,female,181,48,sedentary,cutting,105.6,120.0,38.4,1.68
27,male,173,62,moderate,bulking,124.0,341.0,81.8,2.47
33,male,158,57,sedentary,bulking,114.0,285.0,68.4,2.0
22,female,150,81,sedentary,bulking,162.0,405.0,97.2,2.84
20,female,168,81,sedentary,cutting,178.2,202.5,64.8,2.84
24,male,172,73,moderate,cutting,160.6,200.8,64.2,2.85
19,female,153,76,active,cutting,167.2,237.5,76.0,3.26
31,female,152,99,moderate,bulking,198.0,544.5,130.7,3.77
38,male,170,46,moderate,bulking,92.0,253.0,60.7,1.91
56,male,154,48,sedentary,maintenance,96.0,168.0,48.0,1.68
22,female,179,97,active,cutting,213.4,303.1,97.0,4.0
54,female,169,90,moderate,maintenance,180.0,346.5,99.0,3.45
57,female,192,56,moderate,cutting,123.2,154.0,49.3,2.26
28,male,198,46,active,maintenance,92.0,201.2,57.5,2.21
58,male,178,59,active,maintenance,118.0,258.1,73.8,2.67
47,female,189,90,active,cutting,198.0,281.2,90.0,3.75
40,male,158,67,sedentary,maintenance,134.0,234.5,67.0,2.35
20,female,193,95,moderate,maintenance,190.0,365.8,104.5,3.62
19,male,169,91,sedentary,maintenance,182.0,318.5,91.0,3.19
18,male,178,63,moderate,maintenance,126.0,242.6,69.3,2.5
58,female,176,90,active,maintenance,180.0,393.8,112.5,3.75
23,male,171,96,active,bulking,192.0,600.0,144.0,3.96
41,female,154,82,moderate,maintenance,164.0,315.7,90.2,3.17
56,male,157,69,active,bulking,138.0,431.2,103.5,3.02
24,female,182,95,moderate,bulking,190.0,522.5,125.4,3.62
22,female,158,83,active,cutting,182.6,259.4,83.0,3.51
52,male,180,69,active,bulking,138.0,431.2,103.5,3.02
38,female,180,61,active,bulking,122.0,381.2,91.5,2.74
46,female,160,90,sedentary,cutting,198.0,225.0,72.0,3.15
25,female,167,75,active,cutting,165.0,234.4,75.0,3.23
37,female,167,84,sedentary,bulking,168.0,420.0,100.8,2.94
54,male,168,60,sedentary,maintenance,120.0,210.0,60.0,2.1
42,female,167,52,moderate,bulking,104.0,286.0,68.6,2.12
18,female,161,93,moderate,bulking,186.0,511.5,122.8,3.56
55,female,197,56,sedentary,cutting,123.2,140.0,44.8,1.96
54,female,177,66,active,maintenance,132.0,288.8,82.5,2.91
21,male,163,55,active,maintenance,110.0,240.6,68.8,2.53
44,female,195,59,active,bulking,118.0,368.8,88.5,2.67
33,male,156,69,moderate,maintenance,138.0,265.7,75.9,2.71
41,female,196,62,active,cutting,136.4,193.8,62.0,2.77
20,male,164,84,sedentary,maintenance,168.0,294.0,84.0,2.94
41,male,152,65,sedentary,cutting,143.0,162.5,52.0,2.28
31,female,199,93,moderate,maintenance,186.0,358.1,102.3,3.56
52,female,164,77,moderate,cutting,169.4,211.8,67.8,3.0
58,male,197,89,moderate,bulking,178.0,489.5,117.5,3.42
36,male,193,84,moderate,cutting,184.8,231.0,73.9,3.24
44,female,152,64,active,bulking,128.0,400.0,96.0,2.84
51,male,173,93,active,bulking,186.0,581.2,139.5,3.86
34,male,163,84,moderate,bulking,168.0,462.0,110.9,3.24
31,male,154,53,moderate,maintenance,106.0,204.1,58.3,2.16
35,male,171,61,active,maintenance,122.0,266.9,76.2,2.74
18,male,185,65,active,bulking,130.0,406.2,97.5,2.88
36,female,195,85,moderate,bulking,170.0,467.5,112.2,3.27
46,male,184,68,active,cutting,149.6,212.5,68.0,2.98
23,male,194,78,moderate,maintenance,156.0,300.3,85.8,3.03
36,male,177,66,sedentary,bulking,132.0,330.0,79.2,2.31
33,female,155,81,sedentary,maintenance,162.0,283.5,81.0,2.84
48,male,182,88,active,maintenance,176.0,385.0,110.0,3.68
44,female,193,82,active,cutting,180.4,256.2,82.0,3.47
52,male,199,61,sedentary,maintenance,122.0,213.5,61.0,2.14
19,female,194,99,sedentary,cutting,217.8,247.5,79.2,3.47
38,female,168,92,moderate,cutting,202.4,253.0,81.0,3.52
54,male,155,67,moderate,maintenance,134.0,258.0,73.7,2.65
50,male,159,79,moderate,maintenance,158.0,304.2,86.9,3.06
38,female,181,69,moderate,maintenance,138.0,265.7,75.9,2.71
32,female,176,50,moderate,maintenance,100.0,192.5,55.0,2.05
51,female,164,66,sedentary,cutting,145.2,165.0,52.8,2.31
42,male,182,50,active,bulking,100.0,312.5,75.0,2.35
54,female,169,47,moderate,bulking,94.0,258.5,62.0,1.95
26,male,178,78,sedentary,cutting,171.6,195.0,62.4,2.73
35,male,181,60,sedentary,bulking,120.0,300.0,72.0,2.1
39,female,198,59,moderate,maintenance,118.0,227.2,64.9,2.37
55,male,157,57,active,bulking,114.0,356.2,85.5,2.6
26,male,192,96,active,bulking,192.0,600.0,144.0,3.96
51,male,179,68,sedentary,cutting,149.6,170.0,54.4,2.38
22,male,168,48,active,cutting,105.6,150.0,48.0,2.28
49,male,169,85,sedentary,maintenance,170.0,297.5,85.0,2.98
20,female,157,89,active,maintenance,178.0,389.4,111.2,3.72
40,male,172,93,moderate,maintenance,186.0,358.1,102.3,3.56
53,female,193,91,sedentary,bulking,182.0,455.0,109.2,3.19
40,female,156,56,sedentary,cutting,123.2,140.0,44.8,1.96
47,male,162,81,active,cutting,178.2,253.1,81.0,3.44
46,male,164,51,moderate,maintenance,102.0,196.4,56.1,2.08
36,female,162,67,sedentary,maintenance,134.0,234.5,67.0,2.35
29,female,191,69,active,maintenance,138.0,301.9,86.2,3.02
36,male,152,61,moderate,cutting,134.2,167.8,53.7,2.44
47,female,185,67,sedentary,bulking,134.0,335.0,80.4,2.35
54,female,192,99,moderate,maintenance,198.0,381.2,108.9,3.77
54,female,161,51,active,maintenance,102.0,223.1,63.8,2.39
27,female,175,79,active,cutting,173.8,246.9,79.0,3.37
42,female,159,98,active,maintenance,196.0,428.8,122.5,4.03
27,female,179,46,sedentary,bulking,92.0,230.0,55.2,1.61
45,female,166,65,sedentary,maintenance,130.0,227.5,65.0,2.28
44,male,199,51,sedentary,bulking,102.0,255.0,61.2,1.79
58,female,159,88,sedentary,bulking,176.0,440.0,105.6,3.08
27,female,163,72,sedentary,maintenance,144.0,252.0,72.0,2.52
28,male,161,70,sedentary,bulking,140.0,350.0,84.0,2.45
26,female,171,48,moderate,maintenance,96.0,184.8,52.8,1.98
48,male,187,90,sedentary,bulking,180.0,450.0,108.0,3.15
37,male,178,85,active,maintenance,170.0,371.9,106.2,3.58
58,male,164,70,moderate,maintenance,140.0,269.5,77.0,2.75
26,female,189,47,active,maintenance,94.0,205.6,58.8,2.25
39,male,179,78,active,cutting,171.6,243.8,78.0,3.33
54,female,183,65,active,maintenance,130.0,284.4,81.2,2.88
21,male,168,70,sedentary,maintenance,140.0,245.0,70.0,2.45
28,female,194,96,sedentary,bulking,192.0,480.0,115.2,3.36
